name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Kingston KVR21R15S4K4/32 32 GB,98.99,2133,14.065,15.0,4.0,8.0,4,32.0
G.Skill NT 8 GB,57.0,2400,12.5,15.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal 16 GB,84.99,3600,8.889,16.0,2.0,8.0,4,16.0
GeIL Orion RGB AMD Edition 16 GB,45.99,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Sniper X 32 GB,82.54,3600,10.556,19.0,2.0,16.0,4,32.0
Timetec PINNACLE Konduit RGB 32 GB,85.55,3600,10.0,18.0,1.0,32.0,4,32.0
V-Color TRA516G76S838Q 64 GB,899.99,7600,10.0,38.0,4.0,16.0,5,64.0
Kingston Fury Renegade RGB 16 GB,151.4,7600,10.0,38.0,1.0,16.0,5,16.0
TEAMGROUP Elite 32 GB,55.99,3200,13.75,22.0,1.0,32.0,4,32.0
Kingston FURY Impact 64 GB,142.99,3200,12.5,20.0,2.0,32.0,4,64.0
Corsair Vengeance Performance 16 GB,41.99,2400,13.333,16.0,2.0,8.0,4,16.0
Kingston FURY Impact 16 GB,39.99,3200,12.5,20.0,1.0,16.0,4,16.0
TEAMGROUP Elite 16 GB,46.99,5600,16.429,46.0,1.0,16.0,5,16.0
G.Skill Trident Z 16 GB,169.8,3600,8.889,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Classic 32 GB,82.99,5200,16.154,42.0,1.0,32.0,5,32.0
G.Skill Trident Z 32 GB,115.0,3200,10.0,16.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 32 GB,122.09,3200,8.75,14.0,2.0,16.0,4,32.0
G.Skill Trident Z Neo 32 GB,317.62,3200,8.75,14.0,4.0,8.0,4,32.0
G.Skill Trident Z Royal 32 GB,125.85,3600,10.556,19.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 16 GB,63.2,3600,8.889,16.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,224.99,5600,14.286,40.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 32 GB,86.82,2666,14.254,19.0,4.0,8.0,4,32.0
Kingston FURY Beast 32 GB,87.92,2666,12.003,16.0,2.0,16.0,4,32.0
G.Skill Value 32 GB,79.33,2400,12.5,15.0,4.0,8.0,4,32.0
Corsair Vengeance RGB RT 64 GB,185.91,3200,10.0,16.0,4.0,16.0,4,64.0
Mushkin Redline Lumina 32 GB,117.99,6800,10.0,34.0,2.0,16.0,5,32.0
Kingston KCP426NS8/8 8 GB,26.93,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston HyperX Fury RGB 8 GB,55.99,3466,9.233,16.0,1.0,8.0,4,8.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,66.21,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB RT 32 GB,124.99,3200,10.0,16.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 64 GB,239.99,5200,15.385,40.0,2.0,32.0,5,64.0
Kingston FURY Renegade 32 GB,131.12,6000,10.667,32.0,1.0,32.0,5,32.0
Kingston FURY Renegade Pro 16 GB,92.99,6000,10.667,32.0,1.0,16.0,5,16.0
G.Skill Trident Z Royal 32 GB,1059.02,4000,9.0,18.0,4.0,8.0,4,32.0
Corsair Vengeance LPX 16 GB,131.27,3600,11.111,20.0,2.0,8.0,4,16.0
V-Color TD48G26S819-VC 8 GB,27.99,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston Fury Renegade RGB 16 GB,99.99,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal Elite 64 GB,340.41,4266,8.908,19.0,4.0,16.0,4,64.0
Kingston Fury Renegade RGB 8 GB,45.94,4000,9.5,19.0,1.0,8.0,4,8.0
Kingston FURY Beast 16 GB,122.69,2666,12.003,16.0,4.0,4.0,4,16.0
Mushkin Redline 64 GB,198.26,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,139.99,7200,10.556,38.0,1.0,16.0,5,16.0
Kingston Fury Renegade RGB 16 GB,126.01,6800,10.588,36.0,1.0,16.0,5,16.0
Kingston FURY Renegade 24 GB,168.44,7200,10.556,38.0,1.0,24.0,5,24.0
G.Skill Ripjaws 16 GB,32.99,2400,13.333,16.0,1.0,16.0,4,16.0
Kingston FURY Impact 16 GB,63.2,4800,15.833,38.0,1.0,16.0,5,16.0
Lexar LD4AS008G-B3200GSST 8 GB,35.0,3200,13.75,22.0,1.0,8.0,4,8.0
Mushkin Redline ST 32 GB,114.99,6800,10.0,34.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 32 GB,72.98,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Trident Z Neo 32 GB,98.59,3000,10.667,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Vulcan 64 GB,164.99,5200,15.385,40.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,127.55,5600,12.857,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 64 GB,186.99,5200,13.846,36.0,2.0,32.0,5,64.0
TEAMGROUP T-Create Classic 32 GB,94.99,5200,16.154,42.0,2.0,16.0,5,32.0
Crucial CT2K4G4DFS8213 8 GB,69.98,2133,14.065,15.0,2.0,4.0,4,8.0
G.Skill Sniper X 32 GB,81.47,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 64 GB,449.99,3000,10.0,15.0,4.0,16.0,4,64.0
G.Skill Trident Z Royal 16 GB,178.84,4600,7.826,18.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,160.33,4400,8.182,18.0,2.0,8.0,4,16.0
Mushkin Redline 16 GB,57.93,4000,9.0,18.0,2.0,8.0,4,16.0
G.Skill F4-3600C16Q2-64GTZKK 64 GB,353.86,3600,8.889,16.0,8.0,8.0,4,64.0
G.Skill Ripjaws 32 GB,81.47,2133,14.065,15.0,4.0,8.0,4,32.0
Mushkin Essentials 8 GB,20.85,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws V 32 GB,1012.48,3200,8.75,14.0,4.0,8.0,4,32.0
TEAMGROUP T-Force Dark 16 GB,159.0,2400,11.667,14.0,2.0,8.0,4,16.0
Kingston FURY Renegade 32 GB,159.65,3600,8.889,16.0,4.0,8.0,4,32.0
Mushkin Redline Lumina 16 GB,67.36,4133,9.194,19.0,2.0,8.0,4,16.0
Patriot Signature Line 32 GB,84.99,4800,19.167,46.0,1.0,32.0,5,32.0
Kingston FURY Renegade 16 GB,156.92,7600,10.0,38.0,1.0,16.0,5,16.0
Kingston FURY Renegade 32 GB,288.2,7600,10.0,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws 4 8 GB,33.05,2666,11.253,15.0,2.0,4.0,4,8.0
Kingston KCP421NS8/8 8 GB,24.66,2133,14.065,15.0,1.0,8.0,4,8.0
Corsair Vengeance LED 16 GB,170.0,2400,13.333,16.0,2.0,8.0,4,16.0
Crucial Ballistix Sport AT 16 GB,89.99,2666,12.003,16.0,1.0,16.0,4,16.0
Corsair Dominator Platinum RGB 16 GB,499.0,3000,10.0,15.0,2.0,8.0,4,16.0
G.Skill F4-4000C15Q-32GTRS 64 GB,690.44,4000,7.5,15.0,8.0,8.0,4,64.0
G.Skill Ripjaws V 32 GB,70.98,2666,14.254,19.0,2.0,16.0,4,32.0
Corsair Vengeance RGB RT 32 GB,134.99,3600,10.0,18.0,4.0,8.0,4,32.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,71.98,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 16 GB,81.99,4000,9.5,19.0,2.0,8.0,4,16.0
G.Skill Zeta R5 64 GB,499.99,6400,10.0,32.0,4.0,16.0,5,64.0
Kingston FURY 32 GB,124.92,5600,14.286,40.0,1.0,32.0,5,32.0
G.Skill Trident Z Royal Elite 32 GB,1337.42,4266,7.501,16.0,2.0,16.0,4,32.0
G.Skill Ripjaws S5 64 GB,185.98,5200,13.846,36.0,2.0,32.0,5,64.0
Crucial CT2K8G4SFS8266 16 GB,43.9,2666,14.254,19.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 32 GB,80.68,3200,10.0,16.0,2.0,16.0,4,32.0
Mushkin Redline 64 GB,253.29,3600,8.889,16.0,2.0,32.0,4,64.0
Kingston Fury Renegade RGB 48 GB,209.99,6400,10.0,32.0,2.0,24.0,5,48.0
G.Skill Ripjaws S5 64 GB,199.99,5600,12.857,36.0,2.0,32.0,5,64.0
Patriot Viper Venom RGB 32 GB,117.99,6800,11.765,40.0,2.0,16.0,5,32.0
Kingston ValueRAM 8 GB,19.98,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal Elite 32 GB,402.43,3600,7.778,14.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 64 GB,209.99,3200,10.0,16.0,2.0,32.0,4,64.0
Patriot Signature Line 8 GB,21.99,4800,19.167,46.0,1.0,8.0,5,8.0
Mushkin Redline ST 64 GB,246.51,6000,10.0,30.0,2.0,32.0,5,64.0
Crucial CT2K32G4SFD8266 64 GB,135.99,2666,14.254,19.0,2.0,32.0,4,64.0
Mushkin Redline 32 GB,122.28,4000,9.0,18.0,2.0,16.0,4,32.0
G.Skill Ripjaws 32 GB,85.22,2400,12.5,15.0,4.0,8.0,4,32.0
G.Skill Flare X 64 GB,168.14,3200,10.0,16.0,4.0,16.0,4,64.0
G.Skill Ripjaws V 64 GB,160.65,2400,12.5,15.0,4.0,16.0,4,64.0
G.Skill Flare X 32 GB,80.59,2400,12.5,15.0,2.0,16.0,4,32.0
G.Skill Trident Z RGB 32 GB,399.0,4000,8.5,17.0,4.0,8.0,4,32.0
G.Skill Trident Z Royal 16 GB,143.21,4266,8.908,19.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,204.99,3200,10.0,16.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Vulcan Z 16 GB,39.97,3600,10.0,18.0,1.0,16.0,4,16.0
GeIL EVO V RGB 32 GB,139.99,6400,11.875,38.0,2.0,16.0,5,32.0
Crucial CT2K32G4DFD8266 64 GB,162.99,2666,14.254,19.0,2.0,32.0,4,64.0
Mushkin Enhanced Redline Stiletto 32 GB,72.99,3600,10.0,18.0,2.0,16.0,4,32.0
Kingston FURY Renegade 24 GB,121.59,6400,10.0,32.0,1.0,24.0,5,24.0
Kingston FURY Renegade Pro 64 GB,329.99,4800,15.0,36.0,4.0,16.0,5,64.0
G.Skill Value 16 GB,65.25,2133,14.065,15.0,4.0,4.0,4,16.0
Corsair Vengeance RGB 32 GB,263.44,3000,10.0,15.0,4.0,8.0,4,32.0
G.Skill Trident Z 16 GB,179.0,4400,8.636,19.0,2.0,8.0,4,16.0
Corsair Vengeance LED 64 GB,507.1,2666,12.003,16.0,4.0,16.0,4,64.0
Kingston ValueRAM 16 GB,48.26,2400,14.167,17.0,1.0,16.0,4,16.0
TEAMGROUP T-Force Zeus 32 GB,169.0,3200,12.5,20.0,2.0,16.0,4,32.0
Kingston FURY Beast 32 GB,83.63,2666,12.003,16.0,1.0,32.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,84.99,3200,11.25,18.0,2.0,8.0,4,16.0
Kingston Fury Renegade RGB 16 GB,149.99,7200,10.556,38.0,1.0,16.0,5,16.0
Kingston FURY Renegade 16 GB,110.79,6800,10.588,36.0,1.0,16.0,5,16.0
Kingston KSM48R40BS4TMM-32HMR 32 GB,130.99,4800,16.667,40.0,1.0,32.0,5,32.0
Kingston Fury Renegade RGB 32 GB,239.99,7600,10.0,38.0,2.0,16.0,5,32.0
Kingston FURY Renegade Pro 32 GB,177.71,6000,10.667,32.0,1.0,32.0,5,32.0
G.Skill Ripjaws 32 GB,65.98,2400,13.333,16.0,2.0,16.0,4,32.0
Corsair Vengeance Performance 16 GB,39.99,2666,13.503,18.0,2.0,8.0,4,16.0
Corsair Vengeance LPX 16 GB,137.05,4000,8.0,16.0,2.0,8.0,4,16.0
TEAMGROUP Elite 32 GB,56.99,2666,14.254,19.0,2.0,16.0,4,32.0
Kingston FURY Impact 32 GB,84.99,2666,11.253,15.0,2.0,16.0,4,32.0
Crucial CT32G52C42S5 32 GB,100.41,5200,16.154,42.0,1.0,32.0,5,32.0
Mushkin Redline Lumina 32 GB,115.99,6000,10.0,30.0,2.0,16.0,5,32.0
Lexar LD4AS032G-B3200GSST 32 GB,62.99,3200,13.75,22.0,1.0,32.0,4,32.0
G.Skill Ripjaws 8 GB,26.99,3200,11.25,18.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal 16 GB,166.29,4000,7.5,15.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 16 GB,172.0,2800,10.714,15.0,2.0,8.0,4,16.0
G.Skill Aegis 8 GB,331.43,2400,14.167,17.0,2.0,4.0,4,8.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,155.72,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,149.99,4000,9.0,18.0,2.0,16.0,4,32.0
Mushkin Essentials 32 GB,83.06,2666,14.254,19.0,1.0,32.0,4,32.0
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Beast 64 GB,168.07,2666,12.003,16.0,4.0,16.0,4,64.0
Mushkin Redline 32 GB,123.99,3600,8.889,16.0,2.0,16.0,4,32.0
Mushkin Silverline 64 GB,157.99,3200,13.75,22.0,2.0,32.0,4,64.0
G.Skill Trident Z 32 GB,1717.31,3400,9.412,16.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 16 GB,114.64,4400,7.727,17.0,2.0,8.0,4,16.0
GeIL EVO V RGB 32 GB,138.99,6400,11.875,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws 32 GB,94.99,4800,15.833,38.0,2.0,16.0,5,32.0
TEAMGROUP Elite 64 GB,165.99,5200,16.154,42.0,2.0,32.0,5,64.0
G.Skill Trident Z5 Neo RGB 48 GB,164.99,5600,14.286,40.0,2.0,24.0,5,48.0
G.Skill NT 8 GB,59.0,2400,12.5,15.0,2.0,4.0,4,8.0
Crucial CT4K16G4DFD824A 64 GB,234.99,2400,14.167,17.0,4.0,16.0,4,64.0
G.Skill Trident Z RGB 32 GB,299.0,3733,9.108,17.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 32 GB,365.2,3600,7.778,14.0,4.0,8.0,4,32.0
Mushkin Redline 32 GB,107.99,3200,10.0,16.0,2.0,16.0,4,32.0
Mushkin Redline 16 GB,79.98,3600,8.889,16.0,2.0,8.0,4,16.0
Kingston FURY Impact 8 GB,38.76,4800,15.833,38.0,1.0,8.0,5,8.0
Kingston FURY Renegade Pro 64 GB,339.99,5600,10.0,28.0,4.0,16.0,5,64.0
Corsair Vengeance LPX 16 GB,95.81,2666,12.003,16.0,2.0,8.0,4,16.0
Crucial CT4K16G4DFD8266 64 GB,234.02,2666,14.254,19.0,4.0,16.0,4,64.0
G.Skill Ripjaws V 64 GB,1383.63,3000,10.667,16.0,4.0,16.0,4,64.0
Crucial CT32G4RFD4266 32 GB,70.02,2666,14.254,19.0,1.0,32.0,4,32.0
Crucial CT8G4RFS424A 8 GB,28.99,2400,14.167,17.0,1.0,8.0,4,8.0
G.Skill Trident Z RGB 32 GB,117.53,2666,13.503,18.0,4.0,8.0,4,32.0
Mushkin Silverline 32 GB,103.99,2666,14.254,19.0,2.0,16.0,4,32.0
Crucial CT16G4XFD8266 16 GB,139.99,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston HyperX Fury RGB 8 GB,50.99,2666,12.003,16.0,1.0,8.0,4,8.0
VisionTek OCPC PISTA RGB 16 GB,149.99,5200,13.846,36.0,2.0,8.0,5,16.0
Mushkin Silverline 16 GB,115.58,2133,14.065,15.0,1.0,16.0,4,16.0
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,4600,8.261,19.0,2.0,8.0,4,16.0
Mushkin Redline Lumina White 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0
Kingston FURY Renegade 32 GB,229.48,7200,10.556,38.0,2.0,16.0,5,32.0
Crucial CT16G4SFD824A 16 GB,41.0,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston FURY Impact 64 GB,189.99,4800,15.833,38.0,2.0,32.0,5,64.0
G.Skill Trident Z 32 GB,211.69,3200,8.75,14.0,4.0,8.0,4,32.0
Kingston FURY Impact 16 GB,69.99,4800,15.833,38.0,2.0,8.0,5,16.0
G.Skill Trident Z Royal 64 GB,421.88,3200,8.75,14.0,4.0,16.0,4,64.0
G.Skill Ripjaws V 32 GB,1922.37,3200,8.75,14.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 64 GB,139.99,3200,10.0,16.0,2.0,32.0,4,64.0
Patriot Viper Venom RGB 32 GB,114.99,6600,12.121,40.0,2.0,16.0,5,32.0
Crucial CT32G4SFD8266 32 GB,66.9,2666,14.254,19.0,1.0,32.0,4,32.0
Corsair Vengeance RGB RT 32 GB,124.99,3200,10.0,16.0,4.0,8.0,4,32.0
Mushkin Redline Lumina 32 GB,166.93,3200,8.75,14.0,2.0,16.0,4,32.0
G.Skill Trident Z 16 GB,656.48,4000,9.5,19.0,2.0,8.0,4,16.0
G.Skill Trident Z 32 GB,110.99,5600,12.857,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 32 GB,175.63,4000,8.5,17.0,4.0,8.0,4,32.0
Crucial CT32G4LFQ4213 32 GB,82.99,2133,14.065,15.0,1.0,32.0,4,32.0
Kingston ValueRAM 32 GB,72.77,2133,14.065,15.0,1.0,32.0,4,32.0
G.Skill Trident Z RGB 16 GB,108.22,4000,9.0,18.0,2.0,8.0,4,16.0
Crucial CT8G4SFS8266 8 GB,21.0,2666,14.254,19.0,1.0,8.0,4,8.0
Crucial CT16G4RFD4266 16 GB,42.99,2666,14.254,19.0,1.0,16.0,4,16.0
Mushkin Essentials 32 GB,69.98,2400,14.167,17.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 64 GB,459.33,4000,7.5,15.0,8.0,8.0,4,64.0
Corsair Vengeance RGB RS 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0
Mushkin Enhanced Redline Stiletto 16 GB,75.7,3200,8.75,14.0,2.0,8.0,4,16.0
VisionTek 901349 8 GB,58.55,3200,13.75,22.0,1.0,8.0,4,8.0
Kingston FURY Renegade Pro 16 GB,96.93,5600,12.857,36.0,1.0,16.0,5,16.0
Kingston FURY Renegade Pro 64 GB,371.99,6000,10.667,32.0,4.0,16.0,5,64.0
Kingston KVR21N15D8/8 8 GB,49.99,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws V 16 GB,446.0,3000,10.0,15.0,4.0,4.0,4,16.0
Patriot Viper 4 16 GB,81.72,2400,12.5,15.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 64 GB,1924.76,3200,9.375,15.0,4.0,16.0,4,64.0
G.Skill Ripjaws V 32 GB,2298.17,3600,9.444,17.0,4.0,8.0,4,32.0
Corsair Dominator Platinum 8 GB,132.97,2800,10.714,15.0,2.0,4.0,4,8.0
Corsair Vengeance RGB 32 GB,299.0,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Aegis 16 GB,34.99,2400,14.167,17.0,1.0,16.0,4,16.0
G.Skill Trident Z Royal 16 GB,344.0,4400,8.182,18.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,339.0,2666,13.503,18.0,2.0,32.0,4,64.0
Mushkin Essentials 64 GB,131.06,2666,14.254,19.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,194.58,4266,8.908,19.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 64 GB,234.99,3200,10.0,16.0,4.0,16.0,4,64.0
G.Skill F4-4133C19Q-32GTZSWF 32 GB,670.26,4133,9.194,19.0,4.0,8.0,4,32.0
Timetec PINNACLE Konduit RGB 64 GB,151.99,3200,10.0,16.0,2.0,32.0,4,64.0
Timetec PINNACLE Konduit RGB 32 GB,83.55,3200,10.0,16.0,1.0,32.0,4,32.0
Corsair Vengeance Performance 16 GB,37.99,2400,13.333,16.0,1.0,16.0,4,16.0
Corsair ValueSelect 16 GB,39.99,2133,14.065,15.0,2.0,8.0,4,16.0
Corsair Vengeance Performance 16 GB,39.99,2666,13.503,18.0,1.0,16.0,4,16.0
G.Skill Trident Z Royal 32 GB,1449.32,3600,8.889,16.0,4.0,8.0,4,32.0
Kingston FURY Impact 16 GB,48.51,2666,11.253,15.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Classic 64 GB,203.99,5600,16.429,46.0,2.0,32.0,5,64.0
G.Skill Ripjaws V 64 GB,172.42,2666,11.253,15.0,4.0,16.0,4,64.0
TEAMGROUP Elite 16 GB,36.99,2666,14.254,19.0,2.0,8.0,4,16.0
TEAMGROUP Elite 8 GB,19.98,2666,14.254,19.0,1.0,8.0,4,8.0
Mushkin Redline 64 GB,214.13,3200,8.75,14.0,2.0,32.0,4,64.0
Kingston FURY Renegade 32 GB,183.98,6800,10.588,36.0,2.0,16.0,5,32.0
G.Skill Ripjaws 8 GB,19.98,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston Fury Renegade RGB 8 GB,41.0,3600,8.889,16.0,1.0,8.0,4,8.0
Corsair Vengeance 32 GB,349.99,3000,10.667,16.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 32 GB,240.9,4266,7.97,17.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,309.77,3200,8.75,14.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 16 GB,52.94,3200,10.0,16.0,2.0,8.0,4,16.0
Crucial CT16G52C42S5 16 GB,57.5,5200,16.154,42.0,1.0,16.0,5,16.0
TEAMGROUP T-Create Classic 64 GB,184.99,5200,16.154,42.0,2.0,32.0,5,64.0
TEAMGROUP T-Create Classic 16 GB,44.99,5200,16.154,42.0,1.0,16.0,5,16.0
Crucial CT2K16G4SFD8266 32 GB,83.99,2666,14.254,19.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal Elite 16 GB,109.99,3600,8.889,16.0,2.0,8.0,4,16.0
G.Skill Trident Z5 RGB 32 GB,132.83,5600,14.286,40.0,2.0,16.0,5,32.0
Kingston FURY Beast 64 GB,179.68,3200,10.0,16.0,4.0,16.0,4,64.0
G.Skill Trident Z 32 GB,118.99,6000,12.0,36.0,2.0,16.0,5,32.0
Kingston FURY Renegade Pro 64 GB,378.99,6000,10.667,32.0,4.0,16.0,5,64.0
Crucial CT2K8G4DFD824A 16 GB,55.0,2400,14.167,17.0,2.0,8.0,4,16.0
Crucial CT2K8G4DFS832A 16 GB,61.49,3200,13.75,22.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal Elite 32 GB,219.99,3600,8.889,16.0,4.0,8.0,4,32.0
G.Skill TridentZ RGB 64 GB,670.87,3600,7.778,14.0,8.0,8.0,4,64.0
Mushkin Redline 32 GB,118.98,3600,10.0,18.0,2.0,16.0,4,32.0
Thermaltake TOUGHRAM XG RGB 16 GB,159.99,4400,8.636,19.0,2.0,8.0,4,16.0
Kingston FURY Renegade 16 GB,139.99,6800,10.588,36.0,1.0,16.0,5,16.0
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,5600,14.286,40.0,2.0,16.0,5,32.0
VisionTek 901343 8 GB,64.99,2933,14.32,21.0,1.0,8.0,4,8.0
Patriot Extreme Performance 32 GB,172.66,2133,14.065,15.0,4.0,8.0,4,32.0
Mushkin Essentials 16 GB,46.99,2133,14.065,15.0,1.0,16.0,4,16.0
Crucial CT4K8G4DFD824A 32 GB,128.88,2400,14.167,17.0,4.0,8.0,4,32.0
Mushkin Silverline 32 GB,99.3,2133,14.065,15.0,2.0,16.0,4,32.0
G.Skill Trident Z Royal 32 GB,228.81,4000,9.5,19.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0
Thermaltake TOUGHRAM 16 GB,169.99,4000,9.5,19.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 64 GB,508.78,3600,7.778,14.0,8.0,8.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,186.59,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z5 32 GB,112.99,5600,12.857,36.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 8 GB,50.12,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Ripjaws S5 32 GB,106.99,5600,10.714,30.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 16 GB,55.71,3600,10.0,18.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 16 GB,70.98,3200,10.0,16.0,2.0,8.0,4,16.0
Mushkin Redline 64 GB,511.57,2800,12.143,17.0,2.0,32.0,4,64.0
G.Skill F4-3600C17D-32GTZSW 32 GB,160.08,3600,9.444,17.0,2.0,16.0,4,32.0
Thermaltake TOUGHRAM XG RGB 64 GB,230.41,3600,10.0,18.0,2.0,32.0,4,64.0
VisionTek 901344 16 GB,103.99,2933,14.32,21.0,1.0,16.0,4,16.0
TEAMGROUP T-Create Master 64 GB,450.78,6000,10.667,32.0,4.0,16.0,5,64.0
V-Color TRA516G70S834Q 64 GB,679.99,7000,9.714,34.0,4.0,16.0,5,64.0
Kingston Fury Renegade RGB 16 GB,159.52,7600,10.0,38.0,1.0,16.0,5,16.0
Kingston FURY Renegade 16 GB,105.87,6800,10.588,36.0,1.0,16.0,5,16.0
G.Skill Zeta R5 Neo 64 GB,499.99,6000,10.0,30.0,4.0,16.0,5,64.0
Patriot Viper Steel 16 GB,31.99,2400,15.0,18.0,1.0,16.0,4,16.0
Kingston FURY Impact 8 GB,27.55,3200,12.5,20.0,1.0,8.0,4,8.0
Kingston FURY Impact 32 GB,73.48,2666,12.003,16.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0
Kingston FURY Impact 32 GB,105.98,4800,15.833,38.0,2.0,16.0,5,32.0
G.Skill Ripjaws 32 GB,64.99,2133,14.065,15.0,2.0,16.0,4,32.0
G.Skill Trident Z Neo 16 GB,311.14,4000,8.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,209.0,3600,8.889,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB RT 16 GB,93.99,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston FURY Impact 32 GB,72.98,3200,12.5,20.0,1.0,32.0,4,32.0
Kingston KTD-PE426E/8G 8 GB,33.4,2666,14.254,19.0,1.0,8.0,4,8.0
Corsair ValueSelect 8 GB,19.98,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal 32 GB,224.53,4000,8.5,17.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 32 GB,1262.43,3000,10.0,15.0,2.0,16.0,4,32.0
G.Skill Aegis 32 GB,116.77,2133,14.065,15.0,4.0,8.0,4,32.0
Kingston ValueRAM 8 GB,78.0,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws 16 GB,34.99,2666,14.254,19.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM 16 GB,159.99,4000,9.5,19.0,2.0,8.0,4,16.0
Mushkin Essentials 8 GB,36.99,2133,14.065,15.0,2.0,4.0,4,8.0
G.Skill Ripjaws 8 GB,24.97,2133,14.065,15.0,2.0,4.0,4,8.0
G.Skill Trident Z 16 GB,82.0,3600,9.444,17.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 32 GB,1425.18,3200,9.375,15.0,2.0,16.0,4,32.0
